"","Name","Country","Age","Height","Weight","Sex","Sport","Event","Medals","Gold","Silver","Bronze"
"1950","Silke Spiegelburg","Germany",26,172,63,"F","Athletics","Women's Pole Vault","","","",NA
"1951","Holly Bleasdale","Great Britain",20,175,70,"F","Athletics","Women's Pole Vault","","","",NA
"1952","Kate Dennison","Great Britain",28,171,60,"F","Athletics","Women's Pole Vault","","","",NA
"1953","Ekaterini Stefanidi","Greece",22,172,62,"F","Athletics","Women's Pole Vault","","","",NA
"1954","Nikoleta Kiriakopoulou","Greece",26,167,55,"F","Athletics","Women's Pole Vault","","","",NA
"1955","Stella-Iro Ledaki","Greece",24,170,60,"F","Athletics","Women's Pole Vault","","","",NA
"1956","Tori Pena","Ireland",25,167,57,"F","Athletics","Women's Pole Vault","","","",NA
"1957","Jillian Schwartz","Israel",32,173,63,"F","Athletics","Women's Pole Vault","","","",NA
"1958","Tomomi Abiko","Japan",24,173,53,"F","Athletics","Women's Pole Vault","","","",NA
"1959","Ling Li","People's Republic of China",23,180,59,"F","Athletics","Women's Pole Vault","","","",NA
"1960","Anna Rogowska","Poland",31,171,57,"F","Athletics","Women's Pole Vault","","","",NA
"1961","Monika Pyrek","Poland",31,170,57,"F","Athletics","Women's Pole Vault","","","",NA
"1962","Yun-Hee Choi","Republic of Korea",26,172,62,"F","Athletics","Women's Pole Vault","","","",NA
"1963","Anastasia Savchenko","Russian Federation",23,171,62,"F","Athletics","Women's Pole Vault","","","",NA
"1964","Elena Isinbaeva","Russian Federation",30,174,59,"F","Athletics","Women's Pole Vault","YES","","",1
"1965","Svetlana Feofanova","Russian Federation",32,160,49,"F","Athletics","Women's Pole Vault","","","",NA
"1966","Tina Sutej","Slovenia",23,173,59,"F","Athletics","Women's Pole Vault","","","",NA
"1967","Angelica Bengtsson","Sweden",19,163,50,"F","Athletics","Women's Pole Vault","","","",NA
"1968","Nicole Buchler","Switzerland",28,162,55,"F","Athletics","Women's Pole Vault","","","",NA
"1969","Natalya Kushch-Mazuryk","Ukraine",29,172,63,"F","Athletics","Women's Pole Vault","","","",NA
"1970","Becky Holliday","United States of America",32,160,54,"F","Athletics","Women's Pole Vault","","","",NA
"1971","Jennifer Suhr","United States of America",30,183,65,"F","Athletics","Women's Pole Vault","YES","1.000000","",NA
"1972","Lacy Janson","United States of America",29,178,66,"F","Athletics","Women's Pole Vault","","","",NA
"1973","Nadzeya Ostapchuk","Belarus",31,180,97,"F","Athletics","Women's Shot Put","YES","1.000000","",NA
"1974","Natallia Mikhnevich","Belarus",30,180,96,"F","Athletics","Women's Shot Put","","","",NA
"1975","Yanina Pravalinskay-Karolchyk","Belarus",35,184,88,"F","Athletics","Women's Shot Put","","","",NA
"1976","Radoslava Mavrodieva","Bulgaria",25,178,86,"F","Athletics","Women's Shot Put","","","",NA
"1977","Julie Labonte","Canada",22,182,90,"F","Athletics","Women's Shot Put","","","",NA
"1978","Natalia Duco","Chile",23,177,99,"F","Athletics","Women's Shot Put","","","",NA
"1979","Sandra Lemos","Colombia",23,170,102,"F","Athletics","Women's Shot Put","","","",NA
"1980","Christina Schwanitz","Germany",26,180,105,"F","Athletics","Women's Shot Put","","","",NA
"1981","Josephine Terlecki","Germany",26,183,81,"F","Athletics","Women's Shot Put","","","",NA
"1982","Nadine Kleinert","Germany",36,190,94,"F","Athletics","Women's Shot Put","","","",NA
"1983","Anita Marton","Hungary",23,172,90,"F","Athletics","Women's Shot Put","","","",NA
"1984","Chiara Rosa","Italy",29,178,110,"F","Athletics","Women's Shot Put","","","",NA
"1985","Alexandra Fisher","Kazakhstan",24,174,63,"F","Athletics","Women's Shot Put","","","",NA
"1986","Valerie Adams","New Zealand",27,193,120,"F","Athletics","Women's Shot Put","YES","","1",NA
"1987","Lijiao Gong","People's Republic of China",23,175,108,"F","Athletics","Women's Shot Put","","","",NA
"1988","Ling Li","People's Republic of China",27,181,110,"F","Athletics","Women's Shot Put","","","",NA
"1989","Xiangrong Liu","People's Republic of China",24,185,118,"F","Athletics","Women's Shot Put","","","",NA
"1990","Anna Avdeeva","Russian Federation",27,175,100,"F","Athletics","Women's Shot Put","","","",NA
"1991","Evgeniia Kolodko","Russian Federation",22,182,92,"F","Athletics","Women's Shot Put","YES","","",1
"1992","Irina Tarasova","Russian Federation",25,179,115,"F","Athletics","Women's Shot Put","","","",NA
"1993","Ursula Ruiz","Spain",28,170,82,"F","Athletics","Women's Shot Put","","","",NA
"1994","Chia-Ying Lin","Taipei (Chinese Taipei)",29,168,89,"F","Athletics","Women's Shot Put","","","",NA
"1995","Cleopatra Borel","Trinidad and Tobago",33,172,91,"F","Athletics","Women's Shot Put","","","",NA
"1996","Jillian Camarena-Williams","United States of America",30,178,113,"F","Athletics","Women's Shot Put","","","",NA
"1997","Michelle Carter","United States of America",26,175,116,"F","Athletics","Women's Shot Put","","","",NA
"1998","Tia Brooks","United States of America",22,183,109,"F","Athletics","Women's Shot Put","","","",NA
"1999","Elena Smolyanova","Uzbekistan",26,174,85,"F","Athletics","Women's Shot Put","","","",NA
"2000","Kseniya Dziatsuk","Belarus",26,179,58,"F","Athletics","Women's Triple Jump","","","",NA
"2001","Svetlana Bolshakova","Belgium",27,178,68,"F","Athletics","Women's Triple Jump","","","",NA
"2002","Keila Costa","Brazil",29,NA,62,"F","Athletics","Women's Triple Jump","","","",NA
"2003","Andriana Banova","Bulgaria",25,178,64,"F","Athletics","Women's Triple Jump","","","",NA
"2004","Yamile Aldama","Great Britain",39,172,62,"F","Athletics","Women's Triple Jump","","","",NA
"2005","Athanasia Perra","Greece",29,170,59,"F","Athletics","Women's Triple Jump","","","",NA
"2006","Niki Panetta","Greece",26,172,53,"F","Athletics","Women's Triple Jump","","","",NA
"2007","Simona la Mantia","Italy",29,177,64,"F","Athletics","Women's Triple Jump","","","",NA
"2008","Kimberly Williams","Jamaica",23,170,61,"F","Athletics","Women's Triple Jump","","","",NA
"2009","Trecia Smith","Jamaica",36,181,82,"F","Athletics","Women's Triple Jump","","","",NA
"2010","Irina Litvinenko Ektova","Kazakhstan",25,173,60,"F","Athletics","Women's Triple Jump","","","",NA
"2011","Olga Rypakova","Kazakhstan",27,183,62,"F","Athletics","Women's Triple Jump","YES","1.000000","",NA
"2012","Limei Xie","People's Republic of China",26,171,52,"F","Athletics","Women's Triple Jump","","","",NA
"2013","Yanmei Li","People's Republic of China",22,172,56,"F","Athletics","Women's Triple Jump","","","",NA
"2014","Patricia Mamona","Portugal",23,166,61,"F","Athletics","Women's Triple Jump","","","",NA
"2015","Cristina Bujin","Romania",24,172,53,"F","Athletics","Women's Triple Jump","","","",NA
"2016","Tatyana Lebedeva","Russian Federation",36,170,60,"F","Athletics","Women's Triple Jump","","","",NA
"2017","Veronika Mosina","Russian Federation",21,172,57,"F","Athletics","Women's Triple Jump","","","",NA
"2018","Victoria Valyukevich","Russian Federation",30,178,62,"F","Athletics","Women's Triple Jump","","","",NA
"2019","Dana Veldakova","Slovakia",31,179,60,"F","Athletics","Women's Triple Jump","","","",NA
"2020","Marija Sestak","Slovenia",33,173,59,"F","Athletics","Women's Triple Jump","","","",NA
"2021","Patricia Sarrapio","Spain",29,170,59,"F","Athletics","Women's Triple Jump","","","",NA
"2022","Ayanna Alexander","Trinidad and Tobago",30,171,60,"F","Athletics","Women's Triple Jump","","","",NA
"2023","Hanna Demydova","Ukraine",25,178,50,"F","Athletics","Women's Triple Jump","","","",NA
"2024","Hanna Knyazyeva","Ukraine",22,179,67,"F","Athletics","Women's Triple Jump","","","",NA
"2025","Olha Saladuha","Ukraine",29,176,58,"F","Athletics","Women's Triple Jump","YES","","",1
"2026","Amanda Smock","United States of America",30,170,60,"F","Athletics","Women's Triple Jump","","","",NA
"2027","Aleksandra Kotlyarova","Uzbekistan",23,175,60,"F","Athletics","Women's Triple Jump","","","",NA
"2028","Anastasiya Juravleva","Uzbekistan",30,175,58,"F","Athletics","Women's Triple Jump","","","",NA
"2029","Kate Mcilroy","New Zealand",30,173,60,"F","Athletics","Women's Triathlon","","","",NA
"2030","Glenn Warfe","Australia",28,181,72,"M","Badminton","Men's Doubles","","","",NA
"2031","Ross Smith","Australia",27,194,80,"M","Badminton","Men's Doubles","","","",NA
"2032","Carsten Mogensen","Denmark",29,185,75,"M","Badminton","Men's Doubles","YES","","0.5",NA
"2033","Mathias Boe","Denmark",32,186,75,"M","Badminton","Men's Doubles","YES","","0.5",NA
"2034","Ingo Kindervater","Germany",33,182,90,"M","Badminton","Men's Doubles","","","",NA
"2035","Johannes Schoettler","Germany",27,191,84,"M","Badminton","Men's Doubles","","","",NA
"2036","Bona Septano","Indonesia",24,171,63,"M","Badminton","Men's Doubles","","","",NA
"2037","Mohammad Ahsan","Indonesia",24,174,66,"M","Badminton","Men's Doubles","","","",NA
"2038","Naoki Kawamae","Japan",29,168,62,"M","Badminton","Men's Doubles","","","",NA
"2039","Shoji Sato","Japan",29,168,60,"M","Badminton","Men's Doubles","","","",NA
"2040","Boon Heong Tan","Malaysia",24,181,75,"M","Badminton","Men's Doubles","","","",NA
"2041","Kien Keat Koo","Malaysia",26,179,75,"M","Badminton","Men's Doubles","","","",NA
"2042","Biao Chai","People's Republic of China",21,184,70,"M","Badminton","Men's Doubles","","","",NA
"2043","Haifeng Fu","People's Republic of China",28,181,77,"M","Badminton","Men's Doubles","YES","0.500000","",NA
"2044","Yun Cai","People's Republic of China",32,182,72,"M","Badminton","Men's Doubles","YES","0.500000","",NA
"2045","Adam Cwalina","Poland",27,186,82,"M","Badminton","Men's Doubles","","","",NA
"2046","Michal Logosz","Poland",34,190,81,"M","Badminton","Men's Doubles","","","",NA
"2047","Jae Sung Chung","Republic of Korea",29,168,69,"M","Badminton","Men's Doubles","YES","","",0.5
"2048","Sung Hyun Ko","Republic of Korea",25,179,69,"M","Badminton","Men's Doubles","","","",NA
"2049","Yeon Seong Yoo","Republic of Korea",25,181,74,"M","Badminton","Men's Doubles","","","",NA
"2050","Ivan Sozonov","Russian Federation",23,180,80,"M","Badminton","Men's Doubles","","","",NA
"2051","Dorian Lance James","South Africa",31,169,87,"M","Badminton","Men's Doubles","","","",NA
"2052","Willem Viljoen","South Africa",27,182,79,"M","Badminton","Men's Doubles","","","",NA
"2053","Chieh Min Fang","Taipei (Chinese Taipei)",26,175,72,"M","Badminton","Men's Doubles","","","",NA
"2054","Sheng Mu Lee","Taipei (Chinese Taipei)",25,179,71,"M","Badminton","Men's Doubles","","","",NA
"2055","Bodin Isara","Thailand",21,176,72,"M","Badminton","Men's Doubles","","","",NA
"2056","Maneepong Jongjit","Thailand",21,178,75,"M","Badminton","Men's Doubles","","","",NA
"2057","Howard Bach","United States of America",33,168,75,"M","Badminton","Men's Doubles","","","",NA
"2058","Tony Gunawan","United States of America",37,173,73,"M","Badminton","Men's Doubles","","","",NA
"2059","Yong Dae Lee","Republic of Korea",23,180,74,"M","Badminton","Men's Doubles, Mixed Doubles","YES","","",0.5
"2060","Michael Lahnsteiner","Austria",28,174,65,"M","Badminton","Men's Singles","","","",NA
"2061","Yuhan Tan","Belgium",25,182,75,"M","Badminton","Men's Singles","","","",NA
"2062","Petr Koukal","Czech Republic",26,192,90,"M","Badminton","Men's Singles","","","",NA
"2063","Jan O Jorgensen","Denmark",24,185,74,"M","Badminton","Men's Singles","","","",NA
"2064","Peter Gade","Denmark",35,183,73,"M","Badminton","Men's Singles","","","",NA
"2065","Raul Must","Estonia",24,175,70,"M","Badminton","Men's Singles","","","",NA
"2066","Ville Lang","Finland",27,177,75,"M","Badminton","Men's Singles","","","",NA
"2067","Brice Leverdez","France",26,180,75,"M","Badminton","Men's Singles","","","",NA
"2068","Rajiv Ouseph","Great Britain",25,189,82,"M","Badminton","Men's Singles","","","",NA
"2069","Kevin Cordon","Guatemala",25,180,75,"M","Badminton","Men's Singles","","","",NA
"2070","Wing Ki Wong","Hong Kong, China",22,182,76,"M","Badminton","Men's Singles","","","",NA
"2071","Simon Santoso","Indonesia",27,172,63,"M","Badminton","Men's Singles","","","",NA
"2072","Taufik Hidayat","Indonesia",30,175,64,"M","Badminton","Men's Singles","","","",NA
"2073","Scott Evans","Ireland",24,180,75,"M","Badminton","Men's Singles","","","",NA
"2074","Kenichi Tago","Japan",23,174,70,"M","Badminton","Men's Singles","","","",NA
"2075","Sho Sasaki","Japan",30,171,75,"M","Badminton","Men's Singles","","","",NA
"2076","Chong Wei Lee","Malaysia",29,170,60,"M","Badminton","Men's Singles","YES","","1",NA
"2077","Mohamed Ajfan Rasheed","Maldives",22,165,55,"M","Badminton","Men's Singles","","","",NA
"2078","Dan Lin","People's Republic of China",28,176,68,"M","Badminton","Men's Singles","YES","1.000000","",NA
"2079","Jin Chen","People's Republic of China",26,181,67,"M","Badminton","Men's Singles","","","",NA
"2080","Long Chen","People's Republic of China",23,187,75,"M","Badminton","Men's Singles","YES","","",1
"2081","Rodrigo Pacheco Carrillo","Peru",29,180,73,"M","Badminton","Men's Singles","","","",NA
"2082","Przemyslaw Wacha","Poland",31,181,80,"M","Badminton","Men's Singles","","","",NA
"2083","Pedro Martins","Portugal",22,175,68,"M","Badminton","Men's Singles","","","",NA
"2084","Hyun Il Lee","Republic of Korea",32,176,67,"M","Badminton","Men's Singles","","","",NA
"2085","Wan Ho Son","Republic of Korea",24,175,65,"M","Badminton","Men's Singles","","","",NA
"2086","Derek Wong","Singapore",23,172,66,"M","Badminton","Men's Singles","","","",NA
"2087","Pablo Abian","Spain",27,177,78,"M","Badminton","Men's Singles","","","",NA
"2088","Niluka Karunaratne","Sri Lanka",27,172,65,"M","Badminton","Men's Singles","","","",NA
"2089","Henri Hurskainen","Sweden",25,185,77,"M","Badminton","Men's Singles","","","",NA
"2090","Jen Hao Hsu","Taipei (Chinese Taipei)",20,170,63,"M","Badminton","Men's Singles","","","",NA
"2091","Boonsak Ponsana","Thailand",30,178,68,"M","Badminton","Men's Singles","","","",NA
"2092","Edwin Ekiring","Uganda",28,180,64,"M","Badminton","Men's Singles","","","",NA
"2093","Dmytro Zavadsky","Ukraine",23,174,70,"M","Badminton","Men's Singles","","","",NA
"2094","Tien Minh Nguyen","Vietnam",29,165,60,"M","Badminton","Men's Singles","","","",NA
"2095","Vladimir Ivanov","Russian Federation",25,201,95,"M","Badminton","Men's Singles, Men's Doubles","","","",NA
"2096","Grace Gao","Canada",22,168,56,"F","Badminton","Mixed Doubles","","","",NA
"2097","Toby Ng","Canada",26,178,68,"M","Badminton","Mixed Doubles","","","",NA
"2098","Joachim Fischer","Denmark",33,188,78,"M","Badminton","Mixed Doubles","YES","","",0.5
"2099","Thomas Laybourn","Denmark",34,181,75,"M","Badminton","Mixed Doubles","","","",NA
"2100","Birgit Michels","Germany",27,178,70,"F","Badminton","Mixed Doubles","","","",NA
"2101","Michael Fuchs","Germany",30,181,87,"M","Badminton","Mixed Doubles","","","",NA
"2102","Chris Adcock","Great Britain",23,183,80,"M","Badminton","Mixed Doubles","","","",NA
"2103","Imogen Bankier","Great Britain",24,167,65,"F","Badminton","Mixed Doubles","","","",NA
"2104","Liliyana Natsir","Indonesia",26,165,59,"F","Badminton","Mixed Doubles","","","",NA
"2105","Tontowi Ahmad","Indonesia",25,178,68,"M","Badminton","Mixed Doubles","","","",NA
"2106","Reiko Shiota","Japan",28,167,57,"F","Badminton","Mixed Doubles","","","",NA
"2107","Shintaro Ikeda","Japan",31,175,71,"M","Badminton","Mixed Doubles","","","",NA
"2108","Liu Ying Goh","Malaysia",23,166,50,"F","Badminton","Mixed Doubles","","","",NA
"2109","Peng Soon Chan","Malaysia",24,175,68,"M","Badminton","Mixed Doubles","","","",NA
"2110","Chen Xu","People's Republic of China",27,186,80,"M","Badminton","Mixed Doubles","YES","","0.5",NA
"2111","Jin Ma","People's Republic of China",24,165,61,"F","Badminton","Mixed Doubles","YES","","0.5",NA
"2112","Nan Zhang","People's Republic of China",22,183,73,"M","Badminton","Mixed Doubles","YES","0.500000","",NA
"2113","Robert Mateusiak","Poland",36,169,65,"M","Badminton","Mixed Doubles","","","",NA
"2114","Alexandr Nikolaenko","Russian Federation",32,190,78,"M","Badminton","Mixed Doubles","","","",NA
"2115","Hung Ling Chen","Taipei (Chinese Taipei)",26,177,68,"M","Badminton","Mixed Doubles","","","",NA
"2116","Saralee Thoungthongkam","Thailand",33,163,50,"F","Badminton","Mixed Doubles","","","",NA
"2117","Sudket Prapakamol","Thailand",32,173,65,"M","Badminton","Mixed Doubles","","","",NA
"2118","Leanne Choo","Australia",21,167,57,"F","Badminton","Women's Doubles","","","",NA
"2119","Renuga Veeran","Australia",26,165,61,"F","Badminton","Women's Doubles","","","",NA
"2120","Alex Bruce","Canada",22,182,75,"F","Badminton","Women's Doubles","","","",NA
"2121","Lok Yan Poon","Hong Kong, China",20,169,61,"F","Badminton","Women's Doubles","","","",NA
"2122","Ying Suet Tse","Hong Kong, China",20,165,63,"F","Badminton","Women's Doubles","","","",NA
"2123","Greysia Polii","Indonesia",24,160,56,"F","Badminton","Women's Doubles","","","",NA
"2124","Meiliana Jauhari","Indonesia",28,168,74,"F","Badminton","Women's Doubles","","","",NA
"2125","Miyuki Maeda","Japan",26,169,61,"F","Badminton","Women's Doubles","","","",NA
"2126","Mizuki Fujii","Japan",23,160,60,"F","Badminton","Women's Doubles","YES","","0.5",NA
"2127","Reika Kakiiwa","Japan",23,166,64,"F","Badminton","Women's Doubles","YES","","0.5",NA
"2128","Satoko Suetsuna","Japan",31,168,59,"F","Badminton","Women's Doubles","","","",NA
"2129","Qing Tian","People's Republic of China",25,168,63,"F","Badminton","Women's Doubles","YES","0.500000","",NA
